29,29,TRUE
29,29,TRUE
29,29,TRUE
10,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
0,29,FALSE
29,29,TRUE
3,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
16,29,FALSE
29,29,TRUE
29,29,TRUE
11,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
15,29,FALSE
14,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
0,29,FALSE
29,29,TRUE
17,29,FALSE
11,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
3,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
20,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
4,29,FALSE
16,29,FALSE
29,29,TRUE
3,29,FALSE
29,29,TRUE
20,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
27,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
11,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
11,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
17,29,FALSE
16,29,FALSE
16,29,FALSE
29,29,TRUE
17,29,FALSE
29,29,TRUE
29,29,TRUE
16,29,FALSE
3,29,FALSE
29,29,TRUE
1,29,FALSE
29,29,TRUE
29,29,TRUE
21,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
17,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
20,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
1,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
1,29,FALSE
29,29,TRUE
17,29,FALSE
29,29,TRUE
26,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
1,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
0,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
3,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
16,29,FALSE
16,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
3,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
21,29,FALSE
23,29,FALSE
29,29,TRUE
29,29,TRUE
8,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
16,29,FALSE
11,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
16,29,FALSE
29,29,TRUE
10,29,FALSE
17,29,FALSE
1,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
5,29,FALSE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
29,29,TRUE
